product_id,product_rating
PCSDY5AHFNSPGSV8,5.0
PCSE2ZFDBB3N4PTP,1.0
PCSE9Q6VCVMWRAPN,2.0
PCSE2ZFDJJGFNHC7,3.0
SNDEDKKWEAFRMDR9,1.0
PCSDY5AHHQSXZARH,1.0
KRTE39Q4GVHFHWZV,5.0
PCSEA7HBHMUNHZRP,5.0
SNDDXFQHUDJDHZG2,2.0
PCSECTYTDV7DGJ4R,5.0
PCSDY5AFPGSUPEUF,5.0
PCSE95HXQE744G8Z,2.0
PCSE93H4FSGSJHU6,3.0
PCSE2DJZ4RMMXBUG,2.5
ACCDSUZJGMZD9FHZ,2.5
PCSE2ZFDEWEJFKPY,1.0
PCSDYQEVGFZSGRQJ,1.3
PCSE5N9BAHDXCSVB,1.0
SNDE3FPZ3A4JCXRH,3.7
PCSDY5AFHRHDHPZR,3.4
PCSDY5AHERHZSZZW,3.0
SNDDZPVYKFSZJF35,1.0
SNDDZPVZ3HZTC7DB,3.0
PCSDY5AFBNKGE3AY,3.7
PCSDY5AFMETYABEH,3.0
PCSEAYRTZYDSPGMB,3.0
PCSE93H3KFSDC6ZY,1.0
PCSEAH5WVHDU2YF8,4.0
ACCDVPGKY3GBDB5P,2.0
ACCDPDJVGNGNX7QE,4.0
TUNE5Y75EKJKWVRM,5.0
SNDE7DZGGD2JVRBN,3.5
SNDE85CH2PN36BUZ,5.0
SNDE9GRQJQQ76ESA,5.0
PCSDYQEWUYFPRUWY,4.0
SNDE9GYPHPHJZXB7,4.0
PCSEAKVBS6ZDETVX,4.0
ACCDYDY6DPCHAN7Y,4.0
PCSDYQEV8G2ZGBNM,5.0
PCSE4FKCZ23EPQFS,5.0
ACCDY6GTHNEAPHM3,4.0
ACCDSY8EHJF6GRMG,1.0
ACCDYDY68JNBV4BZ,4.0
PCSDY5AFGFAQNCY9,5.0
PCSEAKVBGC7CJQZT,1.0
WATDKB7JA52JZRRU,5.0
WATDG9F74GYWEH4U,4.5
WATDA5ZA5FQVGMHA,3.7
WATE3HFNMGVTZEDS,3.0
SNDE6AKUC72HPWZF,2.8
WATDNJVHHKXKVRGF,2.5
WATDSV3UUCTKQ4ZD,4.5
PCSDY5AFZYUTHYZX,2.3
WATDA5ZANJ7UZ74Q,4.2
WATDSV3UMUNAXURA,3.3
WATDFFH3PGFHHZH8,4.3
WATDSW7X8FTCNSHQ,2.0
WATE26J7MSP5GPSY,4.5
PCSE5WB883R4ZNUN,3.0
WATD9H76GH2CHZ48,4.7
WATDXFGTUVJZYXRD,5.0
WATE26J7Z9MEZZKH,1.0
WATDA5ZAGNMGD5EJ,4.1
WATDHHAS7U8XAFZJ,4.3
WATDCUGXHXSUHBHX,4.2
WATDG9F7TQKGHZHQ,4.0
WATE34FM4B65YDDE,3.9
WATDSV3UZED5XFHA,3.0
WATDYFQ559FZWRSQ,4.5
PCSE27VV35ZGZBB3,3.0
WATDZRZGCSSQ8RYS,4.0
PAEE8AHWJWMDAXZU,5.0
WATDG9F7SDHKQNRJ,4.7
WATDNAUBP94U2VZE,3.5
WATEYG9YBGAFF7BA,3.5
WATDHUKBGWGCHQQX,4.3
WATD9XFGAJQGR4AQ,4.2
PCSE9R3UWEMF57RQ,1.0
PCSDY5AHUNGBYFXH,3.0
PCSDY5AFQE42NNTK,4.5
WATDUNJ7AZ9RYTAF,4.8
WATDAZPXK8FSPGB4,5.0
WATEYY4X2SYPGHSX,3.7
WATE6NVSM2KFHF2R,4.0
WATE4S5RKYHT9W3Z,5.0
PAEE8NDKFTPRKYMU,1.0
WATDHMQJ68MVBRFV,4.5
WATDGDHYCPR2PPSK,3.4
PCSE4FKCKZZMHKYG,3.0
WATEY7SDM6TDEZCK,4.0
WATDJTR9BN4BB5AJ,4.0
WATDJTR9ADKGNP68,4.2
WATDFFH3KJYBTYGG,4.0
PCSE4SFFJSWJZVH4,1.0
WATDG9F723NCPXNU,4.8
WATDUK7DV6GSTKRD,3.0
WATDJTR93NB8HHQC,5.0
PCSDY5AHEENB3Q9X,2.3
TUNEFKJFT6H4JTHG,3.6
WATDKB7JW7USDVZ6,4.1
WATDZ2ZQGEYGQCFX,4.4
WATDTWRZKSXQCXDP,2.0
WATDZ2ZQYNBVMVGD,3.5
WATD9XFGSYPAUWG7,4.0
WATDZ2ZQTPKQZEHG,5.0
WATDVJNATRBF2C3W,3.8
WATDGFAQCFCVSJPA,3.2
PCSDY5AFPWQBABVU,3.0
WATEFR35RSGBNGWW,3.7
WATDNV3VGWQEVHJU,4.5
WATD9H76RKGUUZHY,4.0
WATDG4KP445AV5XC,5.0
WATDA5ZAG2DH6D2R,4.1
WATDG9F7KNFKTDCF,4.5
WATDJYPXKHPPNGQK,1.0
WATDZ2ZQNBEYZEWR,5.0
SNDE9HRW9ZVPG9A6,5.0
WATDP5NHXYENPWQW,3.9
SNDE7VEFHDQF8QRS,5.0
PCSEAYRTUYVYYC6Y,1.0
WATEYY4XQ4GEP7HV,1.0
WATDJTR979TAXJJZ,4.3
WATDK2G2WM5XHF9S,4.0
WATDA5ZAXAP2VTGQ,4.3
WATE26J7ZMQDQGZN,5.0
WATDJTR9HJQGBGWG,4.0
WATDGNATHYWSGVE8,5.0
PAEE7A8QVZTNQBBY,2.0
WATDZ5HGXEYDHBWD,2.0
WATDWABR2QMHU2YK,1.7
WATDA5ZABPHZZV3Q,4.3
WATDUGUZABNT4RRT,1.0
PCSE4FKCFUXFP9VW,2.8
WATDA5ZAHQJNHKJV,4.1
WATDJTR9HKKRXKTJ,5.0
WATDZ5HGWG5B5ZWM,2.0
WATDZ2ZQWKH2ERZ9,2.0
PCSE3YFFCYQVRNYX,2.3
WATDYFQ5664GGDGN,5.0
WATD9H76UXEZHVUF,5.0
WATDPV5TUCGZ8JCN,3.5
PCSE4Q73ZVYGCYMF,4.0
WATEYUZXGBYVBF24,4.2
WATDP5VZZQPZSNZW,5.0
WATE8E8PMU6ZRZGZ,3.0
SNDE3VT3MMFHKD4Z,5.0
PCSE27VWRYYZMNZE,4.0
WATD9H76RG5FQT5Y,5.0
WATD9H76VEZPMPCK,5.0
WATDWABRFCWT2DD3,1.0
WATEFWP4V5ZEHZZY,3.5
WATDWGAHMR6NHPWB,4.0
WATDWBHR38VKQAKG,2.0
WATDJYPXGCMMFZCX,3.8
WATDXFGTHYZXYY4N,4.0
BBADR6BH7Y9CTAEH,4.0
WATDUNJ7VGBH2HJ3,4.0
WATDTWRZQASCHSMK,1.0
WATDTDZGVUUNFPYD,3.0
WATDKB7JEE3WAZUE,4.3
WATDZDGRHWMT3DH8,3.0
WATDZ5HGF7WGCFGH,5.0
WATDPV5TVAPYZCJA,5.0
WATDHHASRYSYZGQV,4.6
SNDEBCQZHYXUYHPN,5.0
WATDP5NHENJGYYXF,4.1
WATDYQ93UUZYVFQX,3.7
SNDE5E6BCHZCC7JQ,4.0
WATDXFGTREYMG4ZW,3.0
WATDDAYYPCVYBPYE,1.0
WATDZ2ZQAFGKBF2Z,5.0
WATDJYPXZMUSCBJN,2.2
WATDEWZ9UMDYPWYC,4.4
WATDDXF3D4SGXCW8,4.6
WATDGDHYHGDPZNCX,4.1
WATDA5ZAWCTQHAY4,3.6
WATDP98GNAWTNAEJ,5.0
WATDA5ZAYCZRQQXH,5.0
WATDWGAHRCPFYWGW,3.5
WATDZNSHJHDTS9GN,3.0
WATDZRZGZAM7HDGV,3.7
WATE7F5JK2JFFHD5,3.0
WATDJYPXTT4DQARH,3.2
SNDEY8PHWKQCADZD,2.0
SNDE56UUKGHHWFGF,3.0
WATD9H766HFJKMBM,4.7
SNDE56UUTHBTQMQ2,4.5
WATD9H76YMYPCMCK,2.0
WATDBRSFAY6UKWMJ,4.3
TUNEA4DTPGMEGRAS,4.0
WATD9H76QFGFQAHV,4.7
WATDFFH3RVHGTBR3,3.5
WATDXFGTP3FEMGEH,3.0
WATE3YHHPC4ZBWZ8,4.0
WATDHUKBNTNDRZ4Q,4.5
WATDDXF3B7QGT3MC,4.2
WATD9H76GF3QFV22,3.8
WATDUNJ7PGYUWDGQ,4.0
WATDE9NFPB9TBVSK,4.3
WATDHHASYQHYZH2H,5.0
WATDWGAHG7AHMW6Y,3.0
WATE3HFNNASZJQYH,4.0
WATDWBHRJHAHKCWG,4.8
WATDVGGHWZBHXYBS,4.0
WATD9H76N5WQYVGJ,5.0
WATEYUZXUHBBRZD6,3.4
WATDJYPXRGYP5XVT,3.0
WATDGFAQBJJV2TTK,4.7
WATE4S5RKVGMKTRQ,5.0
WATDXFGTBUZJVTZQ,5.0
WATD9H76PTHAUCHY,2.0
WATE26J7DTHUYJN8,4.7
WATDG4KPSFPXYPSR,4.0
WATDBRSF9CKTYBB7,4.0
WATDZ5HGGUGHEZMH,3.0
WATDVGGHNSHKU4ED,5.0
WATDEWZ9KHPSHESC,4.1
WATDEWZ9UHSEHGZG,5.0
WATE26J74MGUBFFB,3.4
WATE8E8PFRKYYXQP,4.0
WATDKB7JHUHHVMU9,4.8
WATEYUZXN2DHGZ36,4.3
WATE2FAGESM5B5VZ,5.0
WATEYUZXWKUESAYZ,3.6
WATEYAP3K2QQQWDH,5.0
WATE26J747RNXYG7,5.0
WATDA5ZA3Z3UJJJQ,4.7
WATE3YHHFFCUGZFB,1.7
WATDA5ZA3R73RZWC,4.6
BRAEGJFXV7XKSGA2,4.5
BANDNHT9FSHKAEYM,3.3
BRAEGJFXUHYZPDWZ,1.0
BRAEGJFXSM9ZQ6SK,3.8
BRAEGJFX4TT4SEGR,4.5
BRAEGJFX2VW8NSMP,2.0
DRPEEZNFGG9J9KAV,2.5
BRAEGJFXCXSJJF6Z,4.0
BRAEGJFXESES6E8F,1.7
BRAEGJFXYJXQYESX,1.0
BRAEGJFXJR4GPU2C,3.3
BRAEGJFXYTH2MG98,3.4
BRAEGJFXUBWQFBCS,3.7
BRAEGJFXUBNKSKZZ,2.0
BRAEGJFX4ZCMZHH6,4.0
SPMDHEZ4GT8R8HCH,4.0
SFFEG763F38URMXA,5.0
BRAEGJFX7PSVECHP,4.5
BRAEGJFXKH8YPEZZ,5.0
BRAEGJFXSUDSP8H3,3.0
SNDEGHUUHYK7D48R,5.0
BRAEGJFXW54GVEFH,2.0
BRAEGJFXNGCKADF6,2.2
BRAEGJFXWMKWGTG5,3.0
BRAEGJFXGYFPGHYG,3.7
BRAEGJFXHYTGZ2QC,3.0
ARPEEMCAMGADRCGQ,3.0
ARPEDQM39KH99YSG,5.0
TOPEYP876AAGE9NC,2.0
SNDE7NSTNHAEACGG,4.0
DREE9QSVADZEKNJS,5.0
TOPE9684RQWWZFTV,3.0
DREE4FC4TAR8M5GN,3.7
DREE4FC46AXGNA5V,5.0
LJGEA3HFG2YDEWDC,4.0
TSHE4DNGZFWK6GYR,5.0
TSHE4DNGWNY3TE4B,2.0
TSHE5YZC5ZFJYPR2,3.0
TSHE4DTF53HPYMU4,2.7
TSHE4S26ZSFE9JTB,4.0
TSHE4S26RPZTXB7R,2.5
TSHE4ENHQHZYRNYZ,5.0
DREEA8ZPVQDYZYR6,5.0
SKIE2T2YHZFNXCDH,1.0
TOPEAN43YRRX5X5G,4.0
TOPE7T5FMBVW9EFY,5.0
RNGE3NFSNCUBC3QM,5.0
ACCDXH5JWYYPBBGC,1.0
ACCDXF9HT5SHRYYE,4.0
ACCDXH5JXWABF7GH,5.0
TOPDSGUSBSDSRXVJ,5.0
RNGE96Y2KTQSGHNG,5.0
TOPECENJ85HRQQHA,5.0
TOPE5MCE7YUGFMHY,5.0
TOPE5W325WWQFR3B,4.0
TOPE6QGAWN9YDQWZ,1.0
TOPEB7BFCW7YG7KG,5.0
SHTE9C3VMAASRH33,2.0
SHTEDZY5RMB5ZZVG,5.0
STFEBCZQ5YYZJYSG,3.7
TSHECPZRPFMWUTGJ,5.0
RNGE4Z3DDZ3YAKSG,4.0
RNGEYFH7FFZBBHCB,1.0
TLPE6G7CW7ANM9WT,5.0
TOPE8S7QPKHRWNHE,1.0
WCKEC8AG8EYWFSA7,5.0
BBAE4BR6QAUEK73K,5.0
PTPDVPEXQ88YHBEE,5.0
SNDE2RSFZ7Y3G7Y8,5.0
HMBE2H8GSPFJAFFZ,1.0
TSHE8KHYFHKXHRXX,5.0
COMEAZ945RHFFGUS,5.0
COMEAZ94HWYQTZHZ,4.5
SHTDCFZRMHZFFUK3,4.5
TSHE6SJFFQUMVYBH,5.0
TSHE535MZ5CVFQ8F,5.0
TSHE8JZHJPUPWDKZ,5.0
TSHE8GGHEMKPZHGH,5.0
TSHE6KZZQ7BGSSQE,5.0
BRAEFWHAV6EWJFBC,1.0
TSHE7G83RZVRTTBB,5.0
TSHE8KKZRMHYY5T6,5.0
TSHE6ZF3FTCBWT4R,5.0
SNDE2PQ45GJSGYKB,4.0
SNDE4BHTMEG9GUMX,4.0
TSHE8QFA2YVHT8ER,5.0
KRKE9F9SRBFDZSPE,5.0
BRAEYGH6GCHZQUJG,4.7
BRAE6JCZAVVBXEFG,5.0
BATDCXVFGC7BHGZK,4.1
BATDCG2BUYHJSUZE,4.5
TSHE8GGHBFCQKMHV,5.0
TSHE8GF4NWDCDSX2,4.0
TSHE8GF4NEEGKNRH,3.0
TSHE8GF4ZQK2JVBS,4.2
BRAE2XHUYWB7JYPR,1.0
TSHE3BWDKM9E2G46,3.7
BRAEYTZ4FSZ3FXSJ,2.9
BATDF3AYH7YNCUZC,3.6
BATDCG2BN6HDVWPW,5.0
BRAE3HGCKX8PGBWH,4.5
BATDCG2BY234294F,4.0
BRAE6TUC3XVE4ZTH,2.5
NSTE4SBXUUEFHGGV,2.0
SHTE4MAFFV6MM7HG,5.0
BRFE9QY4U9PZGVRH,2.5
CMDEEFCX8VGH3UYG,5.0
SFFEGWP99ZYHSHFM,5.0
SHTE89ZK8H5TTWTT,2.5
SHTEY8UNX8WYBSJG,3.0
DREEJEYBGH53GSVF,5.0
GOGE3H9MZYZEZFZV,3.8
DREE6TUDFCEGGVWM,5.0
SPBE4DWQDZWZDC7Q,5.0
SPBDHUGSZWYGTS57,3.0
TSHEDMWXJYJCZQ9Y,5.0
SPBDEKSZ5JF9EYAC,4.3
SPBDGGG8MYABNX6U,4.3
SPBE3RJXPR9DZTPT,4.0
SPBDHHHHXPZJDGYB,4.0
SFFE7BG5FK8KG25T,5.0
SFFEHGT4TBH5ZTTJ,5.0
TGTE9YQ6FSDDPPHE,3.0
SLTEE6YYX9J6AYV5,4.8
VHREA2YHV47FAKF5,4.0
STIEYZ5TKK8CNADN,2.0
BLBE3Z6XSRG54AQH,5.0
ACCDCYB8NCGPEYEU,2.0
ACCDXZK5X7SKPZZT,2.0
TOPE6YMGKH2SZGMK,2.0
DIAE4BFMKWPXQF2M,4.0
LJGEY6D3VWCHKVPW,2.5
SWTDZKYDB5FJNPNJ,4.5
BLBEF3HEDXF5EBVP,3.7
SHIE4ZX45DEK8GY5,5.0
DIADSN4DSMJZWCPW,4.5
LJGE7ZC2G7WRMNGY,1.0
DIAD4VTRTSM2F4YR,1.0
VHREBSGGGYMBXU5E,5.0
BLBECSRFVRR7XCZH,5.0
LJGDZJBCRTFHWPZM,1.0
VHREBSMGYYUBVHHF,5.0
SWTDRCHFRNTWNEEJ,4.1
SWTEA4AKGDGYDNAH,4.0
SOFE9FS5ASZFGWVD,1.0
KRTEB48YQ2KV6CZE,5.0
SOFEB7MHGWTHZFVJ,4.0
KRTEYM23GSPDWPKV,4.7
KRTE8HQUGTUCC8PX,3.0
SWTE2MCEV3ADGTAK,3.7
KRTE7RMRRGYZSAET,4.0
SOFE9FS5PGNNQV9N,1.0
CAPE2ZGGQ56T9HGZ,5.0
BBAE52QH6R5GMSQA,4.0
SNDE5PJGWDSXSDQN,4.5
BBAE3QDNUGVN8QYG,3.0
SWTDZCHNPYBTGZBX,3.7
KRTE77XHSKPFQ9NY,1.0
SWTE7V5K6JAMTFZQ,5.0
SNDE93UPDQ5TNMZG,3.8
SNRE53FVTK2FQAKU,4.3
SOFE94HW8TPTGPNX,5.0
ACCEBKBXVFYQPJPZ,4.8
JUME8BZK5JR2KATK,4.0
KRTDXM88AJFUVZWK,4.0
KRTEE8SGZQWGZCUK,4.5
SNDDQYT6Y4FTMDDP,2.9
SNRE53FVWSRGRGS7,5.0
SNRE3Q384VRQC2ZP,4.0
SNRDWTGQ9FDKB33Y,5.0
BLBEATUAUHNEQGTH,4.0
VHRE8YHUHAYGJZ2Y,3.5
SNRDZHPMS2JSVHG5,5.0
CAPE2ZGGBSYGHRWR,5.0
SNRDZMQ862AJVKGG,4.0
SNDE28TSTBZUGG8M,1.5
KRTE4PXM3U9MTYPH,4.5
SNDE28TUKXHH5ZEW,3.5
SNRE56H4GFPNYGHV,1.0
SNRE5GP8YDRKNAKE,4.0
KRTEFFGYSEQZEPCU,4.3
JWSE2V7FY2EHVSZX,5.0
SOFE8BZMFT7VRBSJ,5.0
SHOE28TKBXVEFWZM,3.0
SNREFCHPZR8YGBSX,3.8
BLBEDMZYZSSCJUZH,5.0
SNDE28TRKCZXHCJY,2.0
SNREYGHCFWFGFA26,1.0
SNDE5PJGURDFBURG,4.5
SHTEATTURTG7HX3X,4.0
SHTECFPYKSAGHGH2,4.0
SHTE4YFYJDWERKMR,4.0
SHTDXYNYZBPHFFFX,5.0
SHTEYPEAG7JNSVNN,3.0
SHTE94E9YHVD5YKW,4.5
SHTE4ZUYKEZKHYJQ,1.0
BBAE9ZGYGSUHMTXG,5.0
SHTDZWNYY6D6H2CM,3.7
SHTE4CNCZVYKFS5Q,3.7
SHTEYX5H8NYSBBBW,4.0
SHTEFUHGAUHRCJ5J,3.0
BBADWZFDVJNFAMUH,5.0
SHTE38MZUZFNQQ5G,5.0
SHTEB96CYRMYSVZS,5.0
BBADVRPJYHHMUSFE,4.0
SHTEFHF87D8XFUAE,4.0
SHTE3FCVRR7RXQ7W,4.5
SHTDXPF5YTCNDDDD,4.0
SHTEBTB9ZM42MVDY,5.0
SHTE4YFY6PPGZNV6,4.0
SHTDYKJYN2HMCRFH,4.0
SHTDZFVHY7TKGUMA,2.2
SHTDXUZWDBXHW9WE,3.9
SHTDVHKRK3SZAUB5,5.0
SHTE4YFYWCGZEPHB,4.2
BBADVRPJZZZUASPZ,4.2
SHTDVHKQPDCXMJJ5,5.0
SHTEY3BTCJMHHVCN,3.7
SHTE6XPTSZWHHRD7,3.0
SHTE9WH3KDHUZYF6,5.0
SHTE6WFRGZJASZVJ,4.0
SHTE9KP2HFAUNPPG,5.0
BBADVRPJZZNHWUGU,4.2
SHTDXPSX8XZNNCZH,4.3
SHTE4KBM7NHQDAVA,3.5
SHTDZZHVJJJDEHQS,4.5
SHTE6J6G6UCVVDHU,1.0
SHTDUA8CYNSGTQZF,5.0
BBAE3ZZVU9G6XVNS,5.0
SHTE2ZMYHPXDXUEH,3.0
SHTE83XZYCAJEPJC,5.0
SHTEFWJHZWQ4RPYZ,1.0
BBAE75HAMG45WNGF,5.0
SHTE4YFYKYZZG4MN,5.0
SHTE2FCTN7MYJCUW,4.0
SHTE9WVSXWXXVN7A,5.0
BBAECZMBTFADPAHM,5.0
SHTE84EAUD62HGHE,3.6
SHTEYV3NHNXUVRGB,4.0
SHTE3WVSJMHBAKUA,4.0
SHTEBG8FZJFYB9DR,1.0
SHTE7F94WHE65CJJ,5.0
BBAEFGBEZSSZGMFZ,4.0
SHTE6GKKTZ3MFZTH,4.0
SHTE6PXKYFE8Y3JT,2.0
SHTE9SZJHUNFNVNG,1.0
SHTDYP6M8TXRF9U5,1.8
SHTEYE99AMMVKYDK,3.8
SHTEYE95VGBA4XXM,3.5
SHTE4CNCXQWEPQY9,5.0
SHTE4YFYME4TZPWK,3.3
BBADVRPJSSYQ9CG2,4.3
SHTEYE998X2JFGDE,4.0
SHTE966URDVWTHUZ,4.0
SHTEBBWJXBH9GPHD,5.0
SHTEANKUFFWHHJBU,1.0
SHTE2ME4Y3QR83ZM,3.7
SHTEYUYSXAEHDMTR,2.0
SHTEA48RTJTHZY4Q,4.3
SHTEYFC2YNHHZX6H,3.0
SHTDYP6MYFEVHQQ4,4.3
SHTDXYNYTHQHTPQY,4.7
BBADRUPT2C7HVVS4,2.7
SHTE95RBF9JZMYSE,4.0
SHTE4S4NH7GH6ZRH,3.0
SHTEARX7ZJDXFT8T,5.0
BBAE9ZGYTRBF75VW,5.0
SHTE37HP6HFZZAEE,1.0
SHTE63XZJFHSSEQA,3.0
SHTEA8GTM6GGGEZB,5.0
SHTE6P4FWF9NHF3V,4.0
SHTE2ZMZQVGQXCKG,2.0
KRTECWCPVEBJ8J53,5.0
SHTEATTUXGYSFFM2,5.0
SHTEARX7G5EV5FJX,4.5
BBAE7QTPGDJESHNS,5.0
SHTDXDM4QZSFRCAT,3.0
SHTEYE99ZFYA37JD,3.5
SHTE84EA2BPH5FTY,2.7
SHTE8CX8Q3SMVXSB,3.0
SHTE6YVVZAUUCUKP,1.0
FABE4KCTTX3UB4DT,2.8
FABE4KCTDQPJUQSE,5.0
SHTE6FWQKBCFYAGX,3.0
SHTDW7AQUHWQUYHR,2.0
SHTE5Y655ACYCUAC,5.0
SHTDVC4GUEY3PZRC,3.0
BBAE3YT8EJ2S3PWA,2.5
BBADVRPJYKVBJH4Y,4.2
SHTE8YZWGRGDYEZQ,5.0
SHTEYUYSZGA5QYCM,4.0
BBAE7YVPPEGDNGP4,2.5
SHTE9795D6MYYRJ3,1.0
SHTDZEKGZFZDVCKJ,3.0
BBADVRPJUVEV7CPY,4.2
SHTDSV7BZZWZDTWB,5.0
SHTEFUMGZHHHKKQZ,2.0
SHTDZWNYZFV33BAX,5.0
SHTE27TBBXZDJYRY,4.5
SHTEATTUPYGJ8FGG,4.0
SHTEBEURERJVXNWR,2.0
SHTE2HWGWBDXRFMH,4.3
SHTE6K74SNUAZWFS,5.0
BBADVRPJZYQ5MBZB,4.0
SHTE5Y65Q27B6XTS,5.0
SHTE76GKKAHACGYJ,4.2
SHTEFUMGZHQXWA4M,2.3
BBAE7F9BHY3SSBGM,4.5
SHTDSV7BZ9YSXYY3,4.0
SHTDYKJYKZKGZS9T,2.0
BBAE7AGX9CTCWX3W,1.0
SHTDYKJYRSAJVHQH,1.0
SHTE95RBGBFDKVZF,1.0
SHTEYV3NX7CCHPME,1.0
BBAE9ZGYZGFMTBUZ,5.0
SHTE2ZMZJFVWXJ5M,5.0
SHTE7F94BCBVQFHH,4.0
SHTE8GCDEMKSUYHQ,5.0
SHTE55HGUD8ESUTQ,4.5
SHTDXDM4QY59UHZR,5.0
SHTE4CNCEMRZVBEH,5.0
SHTE6Z7AHX8VZSGS,4.0
SHTDYKJYZWJQEJK9,3.3
SHTE8H95ZHYJ9TCW,5.0
SHTDVHKPPMUFYH6D,4.0
SHTDXXKFYPQ4ANVV,4.2
SHTDTYYPSUZGKH89,4.0
SHTE8BFQRV6SDRP6,1.0
SHTE5EFYW3HTFZGV,4.0
SHTDXGKKYNYSGKKK,4.0
SHTEY3BTTRDEXAGT,4.3
SHTEFEVDJKHMCFRC,3.0
SHTDZJFVVAGGZCCW,3.0
SHTDUA8CYBFUN4PU,2.0
SHTEYYY4N2GNKWXH,3.0
SHTDZEKGW6AZV9CY,1.5
SHTE4T6FGDXABBHN,2.5
BBAECVGX7ZKEM3UC,5.0
SHTE8C98PYTHAZ5T,4.0
SHTE8GVYNAJKT5HY,5.0
BBAECB8FBGJUWWH4,5.0
SHTE2GYXNYYWW459,5.0
BBADVRPJUC3RU7F3,4.1
SHTDUA8DXHWKTUVD,4.5
SHTE4NR3HFWFBDUW,3.0
SHTE95RB9NPYAC8R,3.0
BBAE7F9BB6ZSZZTU,5.0
SHTE4YFYH2VVWTBJ,3.0
SHTE7P7XSYGKYGAX,4.0
SHTE95RBYGWYGDVY,3.0
SHTEAGWVSH5NSBZP,5.0
SHTEANHWKH5AJVFG,5.0
SHTE95RB6PQEEFDN,4.5
BBADYE6HFZKJD6FG,3.0
SHTE95RCVYGEY4YS,3.0
BBAE3FSU8BZS8VHT,3.1
SHTDVC4GXFZM7WGR,5.0
SHTDXXKFVY8FCKJN,4.5
SHTE7F94FNDKCBQV,5.0
BBAE4HBESXXHACEM,4.2
SHTE6Y46VSVGNZ4K,4.5
BBAE9ZGYVSGPHHKM,5.0
SHTE5J37G5NZEACS,5.0
SHTEAP5YP4TNNNHE,1.0
SHTE7VFKXCYHZY5C,5.0
SHTDXPSEJQCAZGE4,5.0
SHTEB96CPNPNXS3H,5.0
BBADRUPT8RG6KZAH,4.0
BBAE7AGXF7XM42G6,5.0
SHTE8WQTQFFMHMGM,4.7
SHTEY2Z4ZZYHB7GZ,1.0
SHTE8E6YZH27RHZG,3.5
SHTE8BFQZAZFMKJG,5.0
BKPEYQHB6J2PN9R4,3.2
ACCE5DAAJGHATWZA,5.0
RCTDWTG6YVYEMHEA,1.0
SHIECZNMYRAQJHRW,5.0
SKIEADMF6MEE9PWU,5.0
RCTE6BQ4BK8XQQKF,1.3
RKSE8JZAPUG4AK3F,3.3
RNGE3HSTTP6C9ASW,5.0
SKIE45X3FZDSF4BK,3.0
BKPE79UX3AHF8JQR,3.1
SPBE7FR5SM8SPZTD,3.0
BKPE6NP9CNQSFSFQ,5.0
ACCE5DFUEN7HYYHZ,3.0
RCTDHPZTWCHTKKSW,5.0
ACCDCMMNZWMACPQW,5.0
SHVDKAYXPNNHWZAD,4.4
BKPE3Z2HBCVZZZGR,4.3
SHVD2H7URCYYAHAH,4.9
BKPEY9TNHRGN9HRM,3.8
RCTDWR8FFE5FCH5H,3.0
SHIE7KDV9H9YEHZ6,5.0
ACCEFZVEKCR9BQJQ,5.0
BKPEFKJYGPRQWMZ7,3.6
ACCDMWEGPQXZUTYZ,4.0
ACCDSB6EJXB8B9GG,4.0
BLAE2HWCGMSQV2F5,2.8
BKPE4MU4T2CJ5YTJ,4.0
NPYEDKU4ZQ2KTE3W,5.0
RCTE38HXGH4CJEPH,5.0
BALDCJFFGZHQNDT6,4.1
ACCDRSJR2EEPBYUG,4.3
BKPEAM9EGPND2SNG,4.2
SHVD8JYZHHVHBA6V,4.5
SPBDWG6GJGTSWQVT,3.9
ACCDHHWFSWVWGXDY,4.7
ACCDS2HWGTMJGVHP,3.0
RNGE3JRMHKFGFEXH,5.0
SKIEA8SSSEUAQ8CW,4.0
NPYE5QUHW3Y8TGMY,2.0
ACCDYHSZ8YYYY7C3,1.0
RCTDBTJ6ZHJ3H2XF,3.9
SHVE5KZ9ZWJKGCHH,5.0
ACCDTD2ZVUHW6HZA,3.7
BKPE497YU7UDFWYQ,2.2
ACCDSWHWFDAK95ZT,4.0
TBRE4WHJJCNFH4FT,4.0
LSKEBQ8T4BJMATMX,5.0
LSKE9CGXRCJ7JHFF,3.0
INKDYVCRYMNQAZKR,2.2
SWSE37HH2F2M25CH,2.0
TSHDSHQEKAECUYFH,4.0
TSHDX5N6ZEEWFNG2,4.7
TSHECAV5C2HN5GY7,5.0
TSHDXWECXZ5HWJCA,3.0
TSHE5NEEUSZNTU2J,5.0
BLREFZGP3QCZZZTG,5.0
JEAEHKA3F4REG4SJ,5.0
TSHE6KBGGWZQGZDZ,5.0
TSHE5VVMQ4FPZVZJ,4.0
TSHE7H2DQYMGCHJZ,5.0
TSHEF3Z3ASHT3HN7,3.0
TSHEFJFZCGXRYC9X,2.0
TSHE5NYHTEWHGM6B,4.0
TSHE4YJMPHQXTPZZ,3.3
TSHE93RYGKYFFBHA,3.0
TSHE2MEWQHFHRAN8,4.0
TSHEA7W9NV6FMEZ5,5.0
TSHECVF5ZH6E4KFQ,5.0
TSHEF3Z3ZMGUWF6P,3.0
TSHEA7W9E9WHVBTM,4.0
TSHE7FR6UX9YJTBE,2.7
TSHE5HQFW3MXDYKV,5.0
TSHDZ5ZJUNTXSZK8,1.0
